NISS_patient,medecin,inami_medecin,pharmacien,inami_pharmacien,medicament_nom_commercial,DCI,date_prescription,date_vente,duree_traitement
388506028327,SELLIER,10859725557,AUBIN,855655606025,Lipoxen,MEFLOQUINE,06/10/2021,06/15/2021,56
388506028327,BRETON,493377856323,LACHEVRE,595530078429,Imuran,CELECOXIB,09/04/2021,09/05/2021,3650
535201942809,DUJARDIN,613615284746,POTEL,568202117595,Liraglutid,MEFLOQUINE,10/08/2020,10/14/2020,60
535201942809,BOURDON,976048960664,HUBERT,232805177428,Macromax,PROGUANIL,11/17/2020,11/18/2020,30
535201942809,LETAILLEUR,374227189439,VAUTIER,346878859878,Macromax,PROGUANIL,08/15/2020,08/21/2020,2
535201942809,PELLETIER,163906727484,BENARD,263214195431,Korzem,ESOMEPRAZOLE,09/02/2020,09/03/2020,7
535201942809,DUBOSC,831243339647,PELLETIER,88635241758,Lertamine,GLICLAZIDE,09/01/2020,09/02/2020,7
535201942809,DUJARDIN,613615284746,SENECAL,108708281011,Lametec,ETRAVIRINE,12/14/2020,12/19/2020,2
535201942809,MUTEL,250995462113,DORE,898776312951,Lefosan,FOSAMPRENAVIR,09/07/2020,09/08/2020,120
535201942809,GOSSE,187231989128,LECLERC,205713092361,Lutinus,PANTOPRAZOLE,09/23/2020,09/27/2020,120
535201942809,BUREL,992180529166,HEDOUIN,204808929765,Lipofren,LORATADINE,09/12/2020,09/18/2020,30
535201942809,MARC,801049022571,MAHIEU,539956123547,Covigil,METHOTREXATE,06/28/2020,07/03/2020,3650
535201942809,ROGER,635338131347,DUBOC,107756325910,Markus Rohner Anti-Aging,REPAGLINIDE,11/30/2020,11/30/2020,2
535201942809,DESCHAMPS,868928069574,BOULANGER,431806910155,Ketoprom,DUTASTERIDE,07/06/2020,07/06/2020,120
535201942809,MUTEL,250995462113,BONNET,453589556568,Macrolane,PROGUANIL,05/26/2020,05/29/2020,7
535201942809,PELTIER,478127291131,MARC,633319227389,Leflumax,FOSAMPRENAVIR,10/03/2020,10/03/2020,28
535201942809,DESCHAMPS,868928069574,POTEL,568202117595,Lercolin,GLICLAZIDE,12/14/2020,12/19/2020,730
535201942809,BOURDON,909229356219,LECOQ,872957269224,Lipitor,LIDOCAÏNE,07/14/2020,07/18/2020,365
535201942809,GUILBERT,935013146247,PANCHOUT,530969951265,Lucrin,OMEPRAZOLE,12/06/2020,12/08/2020,56
193760475929,MARCHAND,986067317205,DUCLOS,993671120117,Lamivudin,FINASTERIDE,07/16/2010,07/17/2010,3
193760475929,GRANCHER,809271706293,CORNU,59848800370,Lusafan,OXYBUTYNINE,07/16/2005,07/17/2005,28
193760475929,GRANCHER,809271706293,HAMEL,709533908459,Lusafan,OXYBUTYNINE,02/10/2020,02/16/2020,60
193760475929,LEMAIRE,217643234271,BEAUFILS,792368554760,Liraglutid,MEFLOQUINE,11/01/2019,11/01/2019,56
193760475929,DESJARDINS,406736862759,LEMARIE,706768859486,Lupin,OXYBUTYNINE,10/03/2020,10/04/2020,3
193760475929,CANU,695935011192,ROUSSEAU,423780095512,Histalox,BOSENTAN,08/08/2005,08/11/2005,56
193760475929,ANDRIEU,642238361401,PAIN,820084613430,Ketomed,DUTASTERIDE,08/17/2008,08/20/2008,30
193760475929,GRUEL,368800041638,MOTTE,258621787004,Lamogin,FINASTERIDE,07/29/2015,07/30/2015,3650
742301996915,PELTIER,478127291131,MOREL,826740022480,Ketotifin,EFAVIRENZ,06/28/1975,07/03/1975,5
394456949671,BREARD,894835871059,CORNU,59848800370,Fibroxol,ERLOTINIB,12/05/2009,12/11/2009,7
394456949671,FOSSE,375462405027,BOULET,71104553048,Lodoxamid,METHYLPREDNISOLONE,06/24/1969,06/26/1969,3650
394456949671,BUREL,590254333017,AUGER,81948115821,Ciprolex,BUSULFAN,12/31/1960,01/04/1961,365
394456949671,DAVID,474572244835,LAURENT,97112961296,Irridin,CLOPIDOGREL,04/28/1934,05/02/1934,60
394456949671,FRANCOIS,746205735423,AUBOURG,325611168444,Losap,NELFINAVIR,11/05/1965,11/11/1965,3650
394456949671,BIGOT,672572470506,ANDRIEU,921530936540,Maxitrol,RIVAROXABAN,04/10/1983,04/14/1983,3650
394456949671,MALANDAIN,330266523243,LOUVEL,681021734325,Glicetanil,ACENOCOUMAROL,02/10/1954,02/16/1954,15
394456949671,JAMET,678854561233,LOISEL,881182873340,Liraglutid,MEFLOQUINE,09/08/1922,09/10/1922,730
394456949671,MARY,958419757511,GRENET,80156206744,Jumexil,COLCHICINE,02/25/1937,02/25/1937,28
394456949671,HAUTOT,132104953913,GILLES,440940770616,Diphenex,IDARUBICINE,05/18/2012,05/24/2012,3650
394456949671,HAREL,297935617514,MOUCHARD,819016335077,Macrogol,PROGUANIL,11/23/1984,11/26/1984,3650
394456949671,ROSE,836020987710,LETAILLEUR,204227851655,Asmavent,TRASTUZUMAB,01/25/2011,01/25/2011,5
394456949671,MOUQUET,665888657720,LABBE,946168930365,Macrolane,PROGUANIL,04/24/2009,04/24/2009,3
394456949671,LEGENDRE,650440774574,COQUEREL,714194836024,Lisodur,MELOXICAM,05/25/1995,05/29/1995,7
394456949671,GODARD,653826432308,ISAAC,364472258295,Fenysed,DASATINIB,08/15/1923,08/19/1923,15
218681751735,LAMY,307468240579,HERICHER,417199448944,Kryptocur,ESOMEPRAZOLE,03/22/1954,03/24/1954,60
218681751735,ROGER,635338131347,SENECAL,325922365310,Lusopress,PANTOPRAZOLE,11/16/1976,11/16/1976,60
218681751735,LOUVEL,353932858329,LEBRET,733907532359,Fentadone,THALIDOMIDE,07/02/2016,07/06/2016,365
218681751735,DEHAIS,719361786232,GAUTIER,597114645675,Betatix,CHLORAMBUCIL,09/20/2008,09/21/2008,730
218681751735,PELLETIER,672144058521,LACAILLE,382830537208,Lusopress,PANTOPRAZOLE,07/22/1995,07/28/1995,15
218681751735,FREMONT,962539054354,FORTIER,783416028205,Lubristil,OMEPRAZOLE,04/11/1963,04/17/1963,365
218681751735,ALLAIS,376058875786,NIEL,509229634598,Jumexil,COLCHICINE,05/28/1988,05/31/1988,15
218681751735,HAREL,297935617514,HERICHER,483777547219,Lisinopril,MEFLOQUINE,09/19/2011,09/22/2011,5
218681751735,BIGOT,672572470506,AUGER,81948115821,Dicloflux,DOXORUBICINE,06/02/1949,06/05/1949,60
218681751735,BELLET,605816961493,CARPENTIER,582345399548,M-Prednisolon,PRASUGREL,06/27/1952,07/03/1952,365
218681751735,LAVENU,842864082607,GRENET,80156206744,Lormeg,NAPROXENE,12/26/1971,01/01/1972,3650
218681751735,PHILIPPE,154853156743,MABIRE,645019441550,Lopid,MIDAZOLAM,05/24/2005,05/28/2005,2
218681751735,DUMESNIL,957260423023,CROCHEMORE,64418437018,Fentadone,THALIDOMIDE,09/11/2010,09/15/2010,5
218681751735,LECOINTRE,893440270632,LEBOUCHER,521120091980,Fibroxol,ERLOTINIB,09/07/1979,09/09/1979,120
218681751735,LECOINTRE,893440270632,LEJEUNE,104433036609,Furolept,SUNITINIB,09/03/1979,09/06/1979,365
218681751735,BOURDON,976048960664,ROSE,853038478052,Macrolane,PROGUANIL,02/09/2008,02/14/2008,2
123290161703,LENORMAND,470650054865,VAUTIER,144413457345,Lipoxen,MEFLOQUINE,01/18/2012,01/19/2012,5
123290161703,BUNEL,715135463210,SAUVAGE,740093864755,Maxitram SR,RIVAROXABAN,12/24/1993,12/25/1993,365
123290161703,CAPRON,655553788505,LECOEUR,788793932023,Mamofen,QUININE,03/15/1974,03/17/1974,28
123290161703,RENAULT,876081161304,POULAIN,289437513500,Gevilon,AMSACRINE,10/21/2015,10/27/2015,5
123290161703,CARON,208131386655,LAINE,635454115643,Lipohexal,LORATADINE,11/18/2011,11/19/2011,365
123290161703,BUISSON,761120751368,DENIS,980898490483,M-Prednisolon,PRASUGREL,01/29/2018,01/31/2018,365
123290161703,HAREL,297935617514,GRENIER,333355471624,Macromax,PROGUANIL,04/04/2005,04/06/2005,730
123290161703,HAREL,297935617514,DUVAL,320546147913,Macrogol,PROGUANIL,06/29/2013,07/04/2013,3650
123290161703,LECANU,19068943685,LESAGE,280153934708,Lipinorm,LEVOMEPROMAZINE,04/26/1999,05/02/1999,28
123290161703,BARRE,564639629741,DUMONT,191261723215,Liraglutid,MEFLOQUINE,11/19/2016,11/22/2016,7
123290161703,DAVID,474572244835,BERNARD,700209238577,Martimil,RIFABUTINE,11/09/1982,11/09/1982,3650
647085656940,DELAUNAY,34662622115,GIRARD,580434080972,Macrolane,PROGUANIL,09/24/1998,09/24/1998,60
647085656940,BRETON,813697581221,TALBOT,392734715013,Lysucin-F,PIOGLITAZONE,08/13/1985,08/14/1985,60
647085656940,ADAM,349913450816,MABIRE,645019441550,Dexamin,BORTEZOMIB,06/24/1994,06/30/1994,2
647085656940,MALLET,252936957110,DEHAIS,826038260632,Kanisporin,DIAZEPAM,05/22/1994,05/27/1994,120
647085656940,ADAM,349913450816,DUBOC,107756325910,Estrafem,BUSERELINE,05/29/2019,06/04/2019,2
647085656940,LOISEL,412256346595,ISAAC,364472258295,Macrodantin,PREDNISOLONE,03/14/1999,03/18/1999,3
647085656940,DELAUNAY,233366296957,HAMEL,709533908459,Macmiror,PREDNISOLONE,01/25/1992,01/30/1992,7
647085656940,PREVOST,524032410205,LECONTE,324555115215,Loxalate,NORETHISTERONE,06/07/1995,06/07/1995,7
647085656940,BRETON,813697581221,BARBIER,448943146714,Lysalgo,PARACETAMOL,01/29/2005,01/29/2005,365
647085656940,LEVILLAIN,922030333065,DORE,898776312951,Lasilacton,FLURBIPROFENE,02/15/2005,02/18/2005,60
647085656940,DENIS,326231043572,LECLERC,291447327833,Frovax,SORAFENIB,01/12/2005,01/14/2005,15
647085656940,RIOULT,294475822023,FAUVEL,514192463583,Magnosolv,PROPOFOL,09/22/2009,09/23/2009,3650
647085656940,BANCE,904362019031,CAUVIN,25959248202,Idilone,AMLODIPINE,03/19/1984,03/20/1984,60
647085656940,MARAIS,319408104386,DORE,898776312951,Gentarix,CATUMAXOMAB,04/12/2006,04/12/2006,60
647085656940,ROGER,635338131347,FRIBOULET,933812995526,Lusopressan,PANTOPRAZOLE,10/21/1987,10/21/1987,7
647085656940,GOSSE,187231989128,DUFOUR,864551363647,Lucen,OMEPRAZOLE,07/23/1983,07/28/1983,56
647085656940,BOURDON,909229356219,BLONDEL,916295870404,Kemadren,DIPHENHYDRAMINE,04/15/1990,04/20/1990,56
647085656940,MUTEL,250995462113,PELTIER,643635077556,Lipanthyl,ITRACONAZOLE,11/17/1985,11/23/1985,15
647085656940,DUCLOS,803569821767,LECOMTE,327109524209,Lamotren,FINASTERIDE,04/22/1997,04/22/1997,730
493094188990,BRETON,813697581221,CLATOT,373777729200,Iocetamic,CLOMIPRAMINE,01/12/2001,01/15/2001,7
493094188990,LEROY,556615855355,LEVASSEUR,211792820366,Loratul,MODAFINIL,10/27/2007,11/01/2007,5
493094188990,DUBUC,929855336339,BLANCHARD,593759428319,Laroxyl,FLURBIPROFENE,09/13/1999,09/19/1999,2
202470016599,LEBLOND,719180108746,QUERTIER,637538595630,Glicim,ACENOCOUMAROL,01/21/2006,01/22/2006,60
202470016599,LECONTE,69979380845,FONTAINE,64711501067,Lipicard,LANSOPRAZOLE,02/11/2015,02/12/2015,7
202470016599,DELESTRE,750031073607,LAVENU,325655265749,Loxalate,NORETHISTERONE,08/08/1980,08/09/1980,2
202470016599,DELAMARE,9936083029,LOUVET,181941561780,Gentavet,IPILIMUMAB,09/18/1966,09/24/1966,5
202470016599,DUBOIS,873628823867,FAUVEL,514192463583,Ecotrin,CYPROTERONE,01/19/1967,01/19/1967,56
202470016599,DELAMARE,849874787116,DUVAL,320546147913,Madécassol,PROPAFENONE,10/01/1974,10/06/1974,15
202470016599,GODARD,653826432308,BOURDON,4002240609,Emotil,TAMOXIFENE,02/17/1982,02/18/1982,28
202470016599,LECLERC,176875311320,BEAUFILS,792368554760,Grifapril,APIXABAN,02/01/2012,02/03/2012,2
202470016599,PASQUIER,744727391040,LACHEVRE,737011051825,Bactamol,CISPLATINE,07/21/1963,07/27/1963,60
202470016599,LECOINTRE,893440270632,HENRY,103619031754,Clobenzol,IFOSFAMIDE,08/01/1972,08/03/1972,3650
202470016599,ROSE,836020987710,ROUSSEAU,903723209015,Glicemox,HYDROXYCARBAMIDE,08/10/1934,08/16/1934,365
202470016599,MABIRE,391774212661,JOUEN,765251446125,Fludacil,LAPATINIB,01/27/1959,01/28/1959,730
202470016599,MARTIN,314915603278,LAURENT,636873635705,Linkzol,ISRADIPINE,09/06/2010,09/07/2010,15
202470016599,SANSON,718881385402,NIEL,509229634598,Gynovin,ARIPIPRAZOLE,12/22/2015,12/24/2015,3650
202470016599,RENAULT,876081161304,BARRE,800628039125,Artridol,RITUXIMAB,01/08/2001,01/13/2001,2
202470016599,LEVASSEUR,199114282358,GROULT,248999854685,Lotensin,NIFEDIPINE,08/29/1994,08/31/1994,30
202470016599,DESHAYES,730877845808,OSMONT,550289567520,Lofibra,METOPROLOL,04/25/1986,04/28/1986,2
202470016599,ROULAND,439519841453,RECHER,749598080196,Idilone,AMLODIPINE,07/02/1961,07/08/1961,5
202470016599,LEGER,291285655394,LECOQ,872957269224,Loxalate,NORETHISTERONE,07/24/1933,07/25/1933,3650
202470016599,DUCLOS,803569821767,LEVASSEUR,211792820366,Manidon,RABEPRAZOLE,08/19/1987,08/21/1987,28
603431097327,GRUEL,743045833307,BARBIER,448943146714,Ketotifin,EFAVIRENZ,02/03/2004,02/03/2004,30
603431097327,ALLAIS,448548859763,TALBOT,392734715013,Ifenin,BUPRENORPHINE,06/21/1989,06/26/1989,365
603431097327,DUMONTIER,68843634387,LEBRET,733907532359,Lipovastatin,MAPROTILINE,02/24/2020,02/25/2020,2
603431097327,VIEL,801743641418,LACHEVRE,595530078429,Kanaplex,DESOGESTREL,01/24/2010,01/24/2010,365
603431097327,DUFILS,598740447598,CHAUVIN,685290008086,Lamogin,FINASTERIDE,06/12/2011,06/13/2011,56
969795053771,RICHARD,826923957765,FREMONT,225290915696,Laroxyl,FLURBIPROFENE,03/29/1970,04/03/1970,5
969795053771,SOREL,136247343016,DEMAREST,676688226304,Kanrex,DICLOFENAC,10/14/1990,10/15/1990,30
446937615454,FREMONT,742418596838,PELTIER,643635077556,Linolacort,ISRADIPINE,12/31/1971,01/01/1972,730
446937615454,HAUGUEL,279392566215,BRETON,894592023082,Klavocin,EPLERENONE,07/22/1961,07/26/1961,5
446937615454,OLIVIER,950970788804,ALLAIN,968952328206,Gentaplex,CATUMAXOMAB,02/10/2010,02/14/2010,30
446937615454,GRUEL,368800041638,QUERTIER,637538595630,Kanaspiron,DIAZEPAM,05/10/1978,05/15/1978,15
446937615454,LETAILLEUR,763289106024,MOTTE,970260812896,Linkzol,ISRADIPINE,09/06/1965,09/07/1965,3650
446937615454,CARON,851282315820,GUERIN,314987000437,Lopiten,MIDAZOLAM,12/26/1964,12/27/1964,120
446937615454,DUJARDIN,655873670670,LEFEBVRE,402578170239,Hydrinol,BOSENTAN,06/18/1979,06/24/1979,28
446937615454,LEVASSEUR,199114282358,LELIEVRE,693040867493,Malocide,QUINIDINE,06/09/2020,06/14/2020,30
446937615454,PICARD,548790244051,DUFOUR,864551363647,Bactamol,CISPLATINE,01/19/1992,01/22/1992,28
446937615454,LEMAITRE,820371725971,LEJEUNE,104433036609,Linoliz,ISRADIPINE,09/04/1996,09/07/1996,3650
446937615454,HAUGUEL,279392566215,NIEL,509229634598,Helicid,ATORVASTATINE,08/12/1998,08/13/1998,3
446937615454,OLIVIER,475379042112,ISAAC,364472258295,Irridin,CLOPIDOGREL,11/14/1965,11/19/1965,28
446937615454,CAPRON,655553788505,BELLENGER,904085228997,Majezik,PROPRANOLOL,10/30/1979,11/01/1979,3650
446937615454,BOCQUET,65558722177,LEMERCIER,607722292753,Glicetanil,ACENOCOUMAROL,09/06/1968,09/09/1968,60
393834744538,DUPONT,36838645336,LECLERC,291447327833,Levaxin,GRANISETRON,07/31/2021,08/05/2021,2
393834744538,DUPONT,36838645336,LEBRET,733907532359,Lertamine,GLICLAZIDE,04/13/2022,04/19/2022,60
393834744538,PELLETIER,163906727484,DUPONT,206396449532,Lenitral,GLIBENCLAMIDE,03/17/2022,03/18/2022,730
393834744538,PARIS,669294202103,HAUGUEL,285826141112,Kryptocur,ESOMEPRAZOLE,04/15/2022,04/17/2022,5
393834744538,RENAULT,876081161304,DUCLOS,993671120117,Atrivix,CARBOPLATINE,11/07/2022,11/11/2022,60
393834744538,MALANDAIN,157546624580,HAUGUEL,285826141112,Levitra,HALOPERIDOL,08/26/2021,08/27/2021,120
393834744538,PARIS,669294202103,GILLE,511996186319,Manidon,RABEPRAZOLE,02/12/2021,02/17/2021,3650
393834744538,FREMONT,962539054354,BARRE,800628039125,Levedad,GRANISETRON,08/15/2022,08/16/2022,730
393834744538,GOSSE,187231989128,ANDRE,624505790681,Leukeran,GLIMEPIRIDE,09/02/2022,09/02/2022,28
393834744538,PARIS,669294202103,DUBOS,611204471453,Lukast,ONDANSETRON,09/17/2022,09/21/2022,28
393834744538,DUBOSC,831243339647,MABIRE,976176585481,Lusopressan,PANTOPRAZOLE,06/07/2022,06/10/2022,28
393834744538,DUBOSC,831243339647,NORMAND,405171430382,Korzem,ESOMEPRAZOLE,04/24/2021,04/29/2021,5
393834744538,DESCHAMPS,868928069574,JOUEN,765251446125,Leukoscan,GLIPIZIDE,04/05/2022,04/07/2022,365
393834744538,DESCHAMPS,868928069574,LECONTE,324555115215,Marol,REPAGLINIDE,07/07/2021,07/07/2021,60
393834744538,DUBUC,929855336339,DEHAIS,514906291867,Dopacan,ANAGRELIDE,06/17/2022,06/19/2022,365
393834744538,DUPONT,36838645336,LOISEL,881182873340,Maropitant,REPAGLINIDE,08/19/2022,08/19/2022,15
393834744538,DESCHAMPS,868928069574,PETIT,949320451322,Leukoscan,GLIPIZIDE,02/21/2021,02/22/2021,30
393834744538,FOURNIER,461155379592,BOUDIN,363930230002,Kryptocur,ESOMEPRAZOLE,08/30/2021,09/02/2021,15
393834744538,BRUMENT,777365724232,LEMAITRE,124798830594,Epalrestat,TOREMIFENE,07/17/2022,07/23/2022,730
393834744538,DUBOSC,831243339647,BELLENGER,904085228997,Lenitral,GLIBENCLAMIDE,10/27/2021,10/28/2021,56
786128298977,BARRE,168299837897,FAUVEL,514192463583,Lazaxin,FLUVOXAMINE,08/23/2020,08/27/2020,730
786128298977,ALLAIS,448548859763,MAHIEU,539956123547,Lipinorm,LEVOMEPROMAZINE,10/08/2010,10/11/2010,28
715858051454,LEGENDRE,272262712618,LEBRET,480809020916,Keflin,DIPHENHYDRAMINE,01/05/2020,01/06/2020,3650
715858051454,RENAULT,750220103653,LECLERC,291447327833,Laroxyl,FLURBIPROFENE,05/31/2017,05/31/2017,120
715858051454,LECOMTE,501908044353,LANGLOIS,155797849838,Lipirex,LEVOMEPROMAZINE,11/04/2019,11/05/2019,730
747791484226,LECANU,247595697354,LEMAITRE,124798830594,Lormeg,NAPROXENE,06/14/1991,06/14/1991,365
747791484226,DELAUNAY,34662622115,LECOQ,338378247493,Ketomed,DUTASTERIDE,03/26/2019,03/27/2019,5
747791484226,BARRE,564639629741,LAURENT,97112961296,Liraglutid,MEFLOQUINE,09/28/2004,09/29/2004,730
747791484226,GALLAIS,987916642855,BENOIST,775407344830,Levaxin,GRANISETRON,12/03/1999,12/08/1999,3
747791484226,GOUPIL,392110851492,DESCHAMPS,318438768344,Kalestol,COLCHICINE,02/07/2019,02/13/2019,2
747791484226,BREARD,894835871059,DUBOC,107756325910,Digocin,MITOXANTRONE,12/29/2020,01/04/2021,2
747791484226,HEUZE,792122251615,DUBOC,485496770150,Lipoxen,MEFLOQUINE,12/18/2018,12/21/2018,2
747791484226,ARGENTIN,980812996437,VAUTIER,144413457345,Lidil,IBUPROFENE,10/28/2007,10/31/2007,5
747791484226,DENIS,326231043572,DUMONT,191261723215,Magnosolv,PROPOFOL,02/27/2015,03/02/2015,28
747791484226,MARCHAND,986067317205,AUBIN,855655606025,Lamivudin,FINASTERIDE,06/29/2011,06/30/2011,15
747791484226,CORNU,627442429591,LEMIRE,998088142669,Amproquel,PANITUMUMAB,01/11/2014,01/16/2014,15
747791484226,DELAMARE,9936083029,BEAUFILS,792368554760,Decapin,CYTARABINE,08/20/2005,08/21/2005,3650
747791484226,GRUEL,368800041638,BOUDIN,363930230002,Liraglutid,MEFLOQUINE,10/16/2016,10/22/2016,60
747791484226,CAUMONT,836786700139,FREBOURG,830438196677,Ebastin,CYPROTERONE,06/10/1998,06/14/1998,3650
747791484226,PIMONT,345608037934,GODEFROY,610005280750,Kanaplex,DESOGESTREL,05/25/2008,05/25/2008,56
747791484226,BREARD,328738438022,CAVELIER,2590864465,Fidigen,ERLOTINIB,06/18/2009,06/22/2009,60
360323171137,TALBOT,689190871633,LECUYER,296885904830,Lipoxen,MEFLOQUINE,11/29/2018,11/30/2018,3
360323171137,BAILLEUL,393148243471,LECUYER,296885904830,Fosinopril,SORAFENIB,07/22/2007,07/22/2007,5
360323171137,RICHARD,826923957765,NORMAND,405171430382,Lorazepam,MONTELUKAST,03/24/2014,03/29/2014,30
360323171137,BARRE,564639629741,QUESNEL,46207902490,Lisinopril,MEFLOQUINE,12/12/2004,12/17/2004,3650
360323171137,BARRE,564639629741,LEVASSEUR,803072306298,Macromax,PROGUANIL,04/03/2006,04/07/2006,30
360323171137,MARICAL,448026041773,LECLERC,291447327833,Kefurox,DIPHENHYDRAMINE,09/04/2005,09/08/2005,56
360323171137,PREVOST,524032410205,AUBER,237700864466,Frovax,SORAFENIB,08/20/2011,08/20/2011,7
360323171137,HAREL,297935617514,BARRE,800628039125,Macrolane,PROGUANIL,05/07/2018,05/11/2018,56
360323171137,BOULANGER,775942854102,BARBIER,448943146714,Fisopril,GEFITINIB,10/27/2015,10/31/2015,7
360323171137,LECONTE,69979380845,FORTIER,783416028205,Lorazin,MONTELUKAST,05/31/2004,05/31/2004,56
360323171137,MOUQUET,665888657720,BACHELET,579137566985,Liraglutid,MEFLOQUINE,03/22/2017,03/28/2017,730
360323171137,ARGENTIN,980812996437,LELEU,495392300903,Lidestol,IBUPROFENE,03/01/2002,03/03/2002,7
360323171137,MALLET,715147088037,BONNET,453589556568,Ivaxim,CLOZAPINE,11/29/2000,11/29/2000,2
360323171137,FERET,982805115978,LEMIRE,753029201737,Kalestol,COLCHICINE,01/26/2005,01/27/2005,3
360323171137,JOLY,923330323668,LEMAITRE,124798830594,Cosidil,THIOTEPA,09/08/2009,09/10/2009,2
29402339614,GIFFARD,519422440276,LESAGE,280153934708,Dobanex,MITOTANE,03/21/2018,03/21/2018,56
29402339614,CORDIER,181507672167,LECROQ,48235644971,Maxidex,RITONAVIR,03/21/2013,03/27/2013,60
29402339614,GRUEL,743045833307,BONNET,116344365553,Maxepa,RITONAVIR,01/14/2009,01/15/2009,30
29402339614,GUILBERT,135389206029,HAREL,339959247235,Liofora,ITRACONAZOLE,07/15/2013,07/20/2013,7
29402339614,LACHEVRE,881956980720,DUMENIL,349076965116,Lipexal,KETOCONAZOLE,10/29/2002,10/29/2002,3
29402339614,CLATOT,373337694008,BOULANGER,431806910155,Lecicarbon,FOSAMPRENAVIR,05/22/1993,05/23/1993,56
29402339614,CORDIER,181507672167,DUBOC,485496770150,Ketovit,EFAVIRENZ,11/22/2007,11/28/2007,5
29402339614,MUTEL,250995462113,LAMY,556818335507,Lipoxen,MEFLOQUINE,02/09/2000,02/09/2000,7
29402339614,GUILBERT,135389206029,VAUTIER,346878859878,Ligandrol,INDINAVIR,11/10/1991,11/14/1991,56
29402339614,CLATOT,373337694008,CLEMENT,268056112978,Lactulax,ETRAVIRINE,05/10/1993,05/12/1993,15
284459025547,LETAILLEUR,374227189439,ISAAC,364472258295,Macrolane,PROGUANIL,08/28/1991,08/31/1991,2
284459025547,MABIRE,330578492076,LELIEVRE,693040867493,Kanixone,DICLOFENAC,11/19/1992,11/24/1992,3650
284459025547,MALLET,715147088037,QUESNEL,46207902490,Korzem,ESOMEPRAZOLE,02/19/2016,02/20/2016,60
284459025547,DESHAYES,730877845808,FRERET,584647012581,Havrix,ATORVASTATINE,01/06/2012,01/07/2012,3650
284459025547,DELAMARE,849874787116,GOUPIL,945427022339,Ketomed,DUTASTERIDE,08/13/1994,08/14/1994,56
284459025547,BREARD,328738438022,QUESNEL,46207902490,Kanixone,DICLOFENAC,07/23/2007,07/28/2007,5
284459025547,FOURNIER,461155379592,LEFORT,499947416926,Lorelco,MONTELUKAST,01/23/2010,01/29/2010,730
284459025547,HAREL,297935617514,DUBOS,611204471453,Liraglutid,MEFLOQUINE,10/04/2003,10/10/2003,28
284459025547,BEAUFILS,858654228527,GOUJON,947570450859,Martimil,RIFABUTINE,12/18/2017,12/21/2017,120
284459025547,JEANNE,794102588693,FRIBOULET,561153866477,Lorelco,MONTELUKAST,02/03/2001,02/04/2001,30
284459025547,LOISEL,412256346595,DUBOC,107756325910,Kanoprem,DICLOFENAC,01/08/1999,01/12/1999,28
284459025547,RICHARD,826923957765,GOSSE,439713517317,Laroxyl,FLURBIPROFENE,02/22/1992,02/24/1992,5
603639557903,LEROY,556615855355,AUBER,237700864466,Dalazin,AZACITIDINE,03/06/1993,03/06/1993,28
603639557903,CHAPELLE,642658250076,OSMONT,550289567520,Liraglutid,MEFLOQUINE,09/01/2007,09/04/2007,2
603639557903,LETAILLEUR,374227189439,FRERET,584647012581,Lipoxen,MEFLOQUINE,12/07/2002,12/11/2002,3650
603639557903,MOUQUET,665888657720,PANCHOUT,530969951265,Lisinopril,MEFLOQUINE,11/17/1992,11/22/1992,30
603639557903,JAMET,678854561233,BREDEL,446155957903,Macromax,PROGUANIL,07/19/1998,07/20/1998,7
603639557903,BOURDON,976048960664,DUMENIL,349076965116,Lipoxen,MEFLOQUINE,10/15/2019,10/17/2019,5
603639557903,LENORMAND,470650054865,LECOQ,338378247493,Macromax,PROGUANIL,08/20/1970,08/26/1970,2
603639557903,SELLIER,10859725557,BREDEL,109934288899,Macromax,PROGUANIL,06/03/2016,06/07/2016,5
603639557903,JAMET,678854561233,NICOLAS,799701809948,Lipoxen,MEFLOQUINE,03/29/1990,03/31/1990,120
603639557903,BOURDON,976048960664,DUMONT,191261723215,Lipoxen,MEFLOQUINE,08/29/2000,09/02/2000,3650
603639557903,BENOIST,820849292274,DUCHEMIN,947320143264,Betapil,CHLORAMBUCIL,07/29/2011,08/04/2011,60
603639557903,TALBOT,689190871633,HEDOUIN,259613842019,Macrolane,PROGUANIL,10/28/1990,11/02/1990,730
603639557903,BOURDON,976048960664,GODEFROY,610005280750,Liraglutid,MEFLOQUINE,12/23/1974,12/24/1974,56
603639557903,FOURNIER,461155379592,LEMONNIER,791664168991,Lanoprazone,FLECAÏNIDE,10/28/2017,11/01/2017,56
603639557903,BARRE,564639629741,HIS,719234433784,Lisinopril,MEFLOQUINE,09/02/1997,09/06/1997,15
603639557903,CLEMENT,11799469144,SANSON,932879657259,Lipofren,LORATADINE,07/29/2003,07/31/2003,2
603639557903,LENORMAND,470650054865,CADINOT,577529633304,Macromax,PROGUANIL,04/14/2016,04/19/2016,730
86115378938,PASQUIER,744727391040,BARRE,800628039125,Enurace,TOREMIFENE,12/21/1981,12/25/1981,60
86115378938,ANGOT,325744809786,LECOQ,872957269224,Lifter,IMIPRAMINE,03/02/1986,03/04/1986,3650
86115378938,PELLETIER,163906727484,BOURDON,4002240609,Lusopressan,PANTOPRAZOLE,11/11/1983,11/11/1983,30
86115378938,PELLETIER,672144058521,LETAILLEUR,204227851655,Lescol,GLICLAZIDE,09/24/2013,09/27/2013,28
